Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Cerniaz VD;1682;5;Valbroye;5831;VD;2558721.015;1175472.299;fr;01.07.2008
Rougemont;1659;0;Château-d'Oex;5841;VD;2580115.427;1147183.777;fr;01.07.2008
Flendruz;1659;2;Château-d'Oex;5841;VD;2578662.257;1151472.083;fr;01.07.2008
Château-d'Oex;1660;0;Château-d'Oex;5841;VD;2577853.859;1147103.173;fr;01.07.2008
Les Moulins;1660;2;Château-d'Oex;5841;VD;2573258.645;1144459.628;fr;01.07.2008
L'Etivaz;1660;3;Château-d'Oex;5841;VD;2578741.167;1139680.123;fr;01.07.2008
La Lécherette;1660;4;Château-d'Oex;5841;VD;2573141.894;1141175.827;fr;01.07.2008
Rossinière;1658;0;Rossinière;5842;VD;2571107.19;1146213.285;fr;01.07.2008
La Tine;1658;2;Rossinière;5842;VD;2569978.394;1146822.121;fr;01.07.2008
Rougemont;1659;0;Rougemont;5843;VD;2582671.746;1148579.036;fr;01.07.2008
Flendruz;1659;2;Rougemont;5843;VD;2579534.836;1151514.719;fr;01.07.2008
Allaman;1165;0;Allaman;5851;VD;2519688.754;1147062.101;fr;01.07.2008
Bursinel;1195;3;Bursinel;5852;VD;2513251.601;1143982.935;fr;01.07.2008
Bursins;1183;0;Bursins;5853;VD;2511651.28;1144798.6;fr;01.07.2008
Burtigny;1268;2;Bursins;5853;VD;2510897.449;1146372.42;fr;01.07.2008
Burtigny;1268;2;Burtigny;5854;VD;2509918.261;1147255.896;fr;01.07.2008
Dully;1195;2;Dully;5855;VD;2512068.632;1142872.564;fr;01.07.2008
Rolle;1180;0;Essertines-sur-Rolle;5856;VD;2514155.708;1147052.046;fr;01.07.2008
Tartegnin;1180;2;Essertines-sur-Rolle;5856;VD;2513967.886;1146736.968;fr;01.07.2008
Mont-sur-Rolle;1185;0;Essertines-sur-Rolle;5856;VD;2514412.583;1146477.252;fr;01.07.2008
Essertines-sur-Rolle;1186;0;Essertines-sur-Rolle;5856;VD;2512981.482;1148819.718;fr;01.07.2008
Rolle;1180;0;Gilly;5857;VD;2513861.041;1144833.284;fr;01.07.2008
Gilly;1182;0;Gilly;5857;VD;2512496.398;1146289.793;fr;01.07.2008
Bursins;1183;0;Gilly;5857;VD;2512417.049;1144600.95;fr;01.07.2008
Essertines-sur-Rolle;1186;0;Gilly;5857;VD;2512507.178;1148086.542;fr;01.07.2008
Bursinel;1195;3;Gilly;5857;VD;2513238.884;1144727.644;fr;01.07.2008
Luins;1184;0;Luins;5858;VD;2510724.979;1143590.954;fr;01.07.2008
Mont-sur-Rolle;1185;0;Mont-sur-Rolle;5859;VD;2515451.755;1147978.647;fr;01.07.2008
Perroy;1166;0;Perroy;5860;VD;2517030.729;1147187.176;fr;01.07.2008
Rolle;1180;0;Rolle;5861;VD;2514667.265;1145989.318;fr;01.07.2008
Tartegnin;1180;2;Tartegnin;5862;VD;2513679.546;1146803.549;fr;01.07.2008
Vinzel;1184;1;Vinzel;5863;VD;2510888.565;1144748.703;fr;01.07.2008
Burtigny;1268;2;Vinzel;5863;VD;2510374.217;1145654.228;fr;01.07.2008
Le Pont;1342;0;L'Abbaye;5871;VD;2515666.151;1169300.805;fr;01.07.2008
L'Abbaye;1344;0;L'Abbaye;5871;VD;2514702.248;1165546.637;fr;01.07.2008
Les Bioux;1346;0;L'Abbaye;5871;VD;2512347.053;1162861.237;fr;01.07.2008
L'Orient;1341;0;Le Chenit;5872;VD;2509840.359;1160850.822;fr;01.05.2019
Le Sentier;1347;0;Le Chenit;5872;VD;2505097.646;1163090.707;fr;01.07.2008
Le Solliat;1347;1;Le Chenit;5872;VD;2506694.066;1164597.907;fr;01.07.2008
Le Brassus;1348;0;Le Chenit;5872;VD;2504907.313;1158265.411;fr;01.07.2008
Les Charbonnières;1343;0;Le Lieu;5873;VD;2512759.825;1170309.001;fr;01.07.2008
Le Lieu;1345;0;Le Lieu;5873;VD;2509783.565;1167419.873;fr;01.07.2008
Le Séchey;1345;1;Le Lieu;5873;VD;2512674.353;1167932.591;fr;01.01.2013
Le Mont-Pèlerin;1801;0;Chardonne;5882;VD;2552855.238;1149574.634;fr;01.07.2008
Chardonne;1803;0;Chardonne;5882;VD;2552402.642;1147624.078;fr;01.07.2008
Corseaux;1802;0;Corseaux;5883;VD;2553009.902;1146775.2;fr;01.07.2008
Corsier-sur-Vevey;1804;0;Corsier-sur-Vevey;5884;VD;2554876.079;1147551.539;fr;01.07.2008
Jongny;1805;0;Corsier-sur-Vevey;5884;VD;2554341.235;1147444.785;fr;01.07.2008
Les Monts-de-Corsier;1808;0;Corsier-sur-Vevey;5884;VD;2556711.225;1150105.814;fr;01.07.2008
Fenil-sur-Corsier;1809;0;Corsier-sur-Vevey;5884;VD;2556166.027;1148435.456;fr;01.07.2008
Chardonne;1803;0;Jongny;5885;VD;2554022.2;1147806.942;fr;01.07.2008
Corsier-sur-Vevey;1804;0;Jongny;5885;VD;2554467.459;1147565.649;fr;01.07.2008
Jongny;1805;0;Jongny;5885;VD;2554447.676;1148629.251;fr;01.07.2008
Blonay;1807;0;Montreux;5886;VD;2558262.691;1145117.974;fr;01.07.2008
Clarens;1815;0;Montreux;5886;VD;2557835.187;1144050.963;fr;01.07.2008
Chailly-Montreux;1816;0;Montreux;5886;VD;2558027.359;1144770.836;fr;01.07.2008
Brent;1817;0;Montreux;5886;VD;2558913.623;1144760.868;fr;01.07.2008
Montreux;1820;0;Montreux;5886;VD;2559544.933;1142768.954;fr;01.07.2008
Territet;1820;5;Montreux;5886;VD;2560519.406;1141678.59;fr;01.07.2008
Chernex;1822;0;Montreux;5886;VD;2559959.547;1143306.42;fr;01.07.2008
Glion;1823;0;Montreux;5886;VD;2561194.86;1143143.206;fr;01.07.2008
Caux;1824;0;Montreux;5886;VD;2563802.674;1143680.601;fr;01.07.2008
Chamby;1832;0;Montreux;5886;VD;2560082.492;1144736.73;fr;01.07.2008
Villard-sur-Chamby;1832;2;Montreux;5886;VD;2560998.089;1146294.778;fr;01.07.2008
Les Avants;1833;0;Montreux;5886;VD;2562847.86;1146226.584;fr;01.07.2008
La Tour-de-Peilz;1814;0;La Tour-de-Peilz;5889;VD;2556123.068;1145016.078;fr;01.07.2008
Vevey;1800;0;Vevey;5890;VD;2554622.584;1146054.999;fr;01.07.2008
Veytaux;1820;6;Veytaux;5891;VD;2563043.373;1141936.284;fr;01.07.2008
St-Légier-La Chiésaz;1806;0;Blonay - Saint-Légier;5892;VD;2559223.376;1150077.782;fr;01.07.2008
Blonay;1807;0;Blonay - Saint-Légier;5892;VD;2559279.041;1147289.14;fr;01.07.2008
Belmont-sur-Yverdon;1432;0;Belmont-sur-Yverdon;5902;VD;2537794.112;1176611.997;fr;01.07.2008
Ogens;1045;0;Bioley-Magnoux;5903;VD;2545870.044;1174538.08;fr;01.07.2008
Bioley-Magnoux;1407;4;Bioley-Magnoux;5903;VD;2544665.285;1175399.168;fr;01.07.2008
Chamblon;1436;2;Chamblon;5904;VD;2535691.607;1180944.938;fr;01.07.2008
Champvent;1443;0;Champvent;5905;VD;2533151.785;1181951.215;fr;01.07.2008
Essert-sous-Champvent;1443;2;Champvent;5905;VD;2534756.384;1182905.725;fr;01.07.2008
Villars-sous-Champvent;1443;3;Champvent;5905;VD;2534775.146;1181918.866;fr;01.07.2008
Chavannes-le-Chêne;1464;0;Chavannes-le-Chêne;5907;VD;2549719.668;1181206.508;fr;01.07.2008
Chêne-Pâquier;1464;2;Chêne-Pâquier;5908;VD;2549001.19;1179591.028;fr;01.07.2008
Cheseaux-Noréaz;1400;5;Cheseaux-Noréaz;5909;VD;2542674.765;1182315.401;fr;01.07.2008
Cronay;1406;0;Cronay;5910;VD;2543626.594;1178470.161;fr;01.07.2008
Cheseaux-Noréaz;1400;5;Cuarny;5911;VD;2541596.421;1180779.528;fr;01.07.2008
Cuarny;1404;0;Cuarny;5911;VD;2542904.076;1180236.151;fr;01.07.2008
Démoret;1415;2;Démoret;5912;VD;2548044.989;1177739.469;fr;01.07.2008
Donneloye;1407;0;Donneloye;5913;VD;2545071.714;1177597.238;fr;01.07.2008
Gossens;1407;2;Donneloye;5913;VD;2543337.732;1176783.277;fr;01.07.2008
Mézery-près-Donneloye;1407;3;Donneloye;5913;VD;2545912.599;1178258.919;fr;01.07.2008
Prahins;1408;0;Donneloye;5913;VD;2546080.426;1176318;fr;01.07.2008
Ependes VD;1434;0;Ependes (VD);5914;VD;2536107.959;1177558.772;fr;01.07.2008
Mathod;1438;0;Mathod;5919;VD;2533463.758;1179362.956;fr;01.07.2008
Molondin;1415;0;Molondin;5921;VD;2547295.365;1179533.066;fr;01.07.2008
Montagny-près-Yverdon;1442;0;Montagny-près-Yverdon;5922;VD;2536753.972;1182366.702;fr;01.07.2008
Oppens;1047;0;Oppens;5923;VD;2543112.451;1174157.186;fr;01.07.2008
Orges;1430;0;Orges;5924;VD;2534521.901;1184952.728;fr;01.07.2008
Orzens;1413;0;Orzens;5925;VD;2542333.409;1175634.223;fr;01.07.2008
Pomy;1405;0;Pomy;5926;VD;2541207.305;1178890.843;fr;01.07.2008
Rovray;1463;0;Rovray;5928;VD;2548727.198;1182030.52;fr;01.07.2008
Suchy;1433;0;Suchy;5929;VD;2536187.153;1174752.7;fr;01.07.2008
Suscévaz;1437;0;Suscévaz;5930;VD;2534962.91;1179393.231;fr;01.07.2008
Treycovagnes;1436;0;Treycovagnes;5931;VD;2536468.737;1180305.072;fr;01.07.2008
Ursins;1412;2;Ursins;5932;VD;2541223.166;1176220.561;fr;01.07.2008
Valeyres-sous-Montagny;1441;0;Valeyres-sous-Montagny;5933;VD;2536107.931;1183634.355;fr;01.07.2008
Valeyres-sous-Ursins;1412;0;Valeyres-sous-Ursins;5934;VD;2540037.759;1177383.988;fr;01.07.2008
Villars-Epeney;1404;2;Villars-Epeney;5935;VD;2543412.65;1181535.124;fr;01.07.2008
Vugelles-La Mothe;1431;0;Vugelles-La Mothe;5937;VD;2534182.487;1186399.984;fr;01.07.2008
Yverdon-les-Bains;1400;0;Yverdon-les-Bains;5938;VD;2539180.581;1180801.624;fr;01.07.2008
Gressy;1432;2;Yverdon-les-Bains;5938;VD;2538768.002;1178103.684;fr;01.07.2008
Yvonand;1462;0;Yvonand;5939;VD;2545972.75;1182253.71;fr;01.07.2008
Brig;3900;0;Brig-Glis;6002;VS;2643022.054;1129376.217;de;01.07.2008
Gamsen;3900;2;Brig-Glis;6002;VS;2638995.309;1127174.853;de;01.07.2008
Brigerbad;3900;3;Brig-Glis;6002;VS;2637377.502;1128003.487;de;01.07.2008
Glis;3902;0;Brig-Glis;6002;VS;2641947.423;1126863.074;de;01.07.2008
Eggerberg;3939;0;Eggerberg;6004;VS;2634538.074;1129810.71;de;01.07.2008
Brig;3900;0;Naters;6007;VS;2643303.497;1130376.394;de;01.07.2008
Mund;3903;0;Naters;6007;VS;2637104.74;1134234.436;de;01.07.2008
Birgisch;3903;1;Naters;6007;VS;2640454.01;1131300.466;de;01.07.2008
Naters;3904;0;Naters;6007;VS;2641853.054;1131715.634;de;01.07.2008
Blatten b. Naters;3914;0;Naters;6007;VS;2642594.183;1135318.817;de;01.07.2008
Belalp;3914;1;Naters;6007;VS;2641469.841;1140697.618;de;01.07.2008
Brig;3900;0;Ried-Brig;6008;VS;2643487.432;1129959.741;de;01.07.2008
Rothwald;3901;23;Ried-Brig;6008;VS;2648493.774;1125420.374;de;01.07.2008
Ried-Brig;3911;0;Ried-Brig;6008;VS;2646605.622;1126532.019;de;01.07.2008
Simplon Dorf;3907;0;Simplon;6009;VS;2648303.213;1116928.017;de;01.07.2008
Simplon Hospiz;3907;2;Simplon;6009;VS;2644179.119;1120574.234;de;01.07.2008
Gabi (Simplon);3907;3;Simplon;6009;VS;2649777.774;1115232.647;de;01.07.2008
Brig;3900;0;Termen;6010;VS;2643700.184;1130332.426;de;01.07.2008
Termen;3912;0;Termen;6010;VS;2646911.404;1131280.169;de;01.07.2008
Rosswald;3913;0;Termen;6010;VS;2649303.647;1129413.382;de;01.07.2008
Bitsch;3982;0;Termen;6010;VS;2644459.365;1131367.15;de;01.07.2008
Simplon Dorf;3907;0;Zwischbergen;6011;VS;2651787.935;1119588.135;de;01.07.2008
Gabi (Simplon);3907;3;Zwischbergen;6011;VS;2649099.364;1114561.18;de;01.07.2008
Gondo;3907;4;Zwischbergen;6011;VS;2650397.858;1110759.032;de;01.07.2008
Ardon;1957;0;Ardon;6021;VS;2584579.589;1120453.715;fr;01.07.2008
Riddes;1908;0;Chamoson;6022;VS;2583911.211;1114124.201;fr;01.07.2008
Chamoson;1955;0;Chamoson;6022;VS;2583091.699;1116592.742;fr;01.07.2008
Mayens-de-Chamoson;1955;1;Chamoson;6022;VS;2578939.024;1119032.449;fr;01.07.2008
Les Vérines (Chamoson);1955;2;Chamoson;6022;VS;2581904.342;1119117.649;fr;01.07.2008
Némiaz (Chamoson);1955;3;Chamoson;6022;VS;2583626.986;1118202.888;fr;01.07.2008
Grugnay (Chamoson);1955;4;Chamoson;6022;VS;2582718.039;1117423.833;fr;01.07.2008
St-Pierre-de-Clages;1955;5;Chamoson;6022;VS;2584845.969;1115426.651;fr;01.07.2008
Vétroz;1963;0;Conthey;6023;VS;2586272.454;1119011.249;fr;01.07.2008
Conthey;1964;0;Conthey;6023;VS;2589471.103;1118499.654;fr;01.07.2008
Savièse;1965;0;Conthey;6023;VS;2590306.709;1128044.931;fr;01.01.2018
St-Séverin;1975;0;Conthey;6023;VS;2589597.785;1120849.634;fr;01.07.2008
Erde;1976;0;Conthey;6023;VS;2588832.897;1124460.781;fr;01.07.2008
Aven;1976;1;Conthey;6023;VS;2583239.715;1124121.429;fr;01.07.2008
Daillon;1976;2;Conthey;6023;VS;2590032.514;1122709.354;fr;01.07.2008
Thyon;1988;1;Nendaz;6024;VS;2594528.932;1113362.02;fr;01.07.2008
Veysonnaz;1993;0;Nendaz;6024;VS;2592252.144;1115417.95;fr;01.07.2008
Clèbes (Nendaz);1993;2;Nendaz;6024;VS;2593023.481;1114630.871;fr;01.07.2008
Aproz (Nendaz);1994;2;Nendaz;6024;VS;2589837.74;1116888.995;fr;01.07.2008
Basse-Nendaz;1996;0;Nendaz;6024;VS;2589902.318;1115691.185;fr;01.07.2008
Fey (Nendaz);1996;1;Nendaz;6024;VS;2587243.029;1115244.282;fr;01.07.2008
Bieudron (Nendaz);1996;2;Nendaz;6024;VS;2586697.941;1115503.588;fr;01.07.2008
Condémines (Nendaz);1996;3;Nendaz;6024;VS;2586152.368;1113957.45;fr;01.07.2008
Saclentse;1996;4;Nendaz;6024;VS;2590633.164;1113405.407;fr;01.01.2012
Baar (Nendaz);1996;5;Nendaz;6024;VS;2591532.469;1116982.822;fr;01.07.2008
Beuson (Nendaz);1996;6;Nendaz;6024;VS;2592045.441;1113690.545;fr;01.07.2008
Brignon (Nendaz);1996;7;Nendaz;6024;VS;2591390.16;1115867.196;fr;01.07.2008
Haute-Nendaz;1997;0;Nendaz;6024;VS;2588346.971;1112788.597;fr;01.07.2008
Siviez (Nendaz);1997;1;Nendaz;6024;VS;2590879.469;1107743.336;fr;01.07.2008
Sornard (Nendaz);1997;2;Nendaz;6024;VS;2589571.623;1115280.711;fr;01.07.2008
Vétroz;1963;0;Vétroz;6025;VS;2587505.43;1118466.71;fr;01.07.2008
Aven;1976;1;Vétroz;6025;VS;2584619.356;1123803.999;fr;01.07.2008
Bourg-St-Pierre;1946;0;Bourg-Saint-Pierre;6032;VS;2582974.714;1086513.036;fr;01.07.2008
Liddes;1945;0;Liddes;6033;VS;2582968.995;1092958.218;fr;01.07.2008
Fontaine Dessus (Liddes);1945;2;Liddes;6033;VS;2579263.894;1094427.25;fr;01.07.2008
Fontaine Dessous (Liddes);1945;3;Liddes;6033;VS;2578812.667;1095866.605;fr;01.07.2008
Dranse (Liddes);1945;4;Liddes;6033;VS;2580040.644;1093102.991;fr;01.07.2008
Chandonne (Liddes);1945;5;Liddes;6033;VS;2580413.553;1095355.457;fr;01.07.2008
Rive Haute (Liddes);1945;6;Liddes;6033;VS;2579256.501;1094990.69;fr;01.07.2008
Fornex (Liddes);1945;7;Liddes;6033;VS;2578364.445;1095513.623;fr;01.07.2008
Les Moulins VS (Liddes);1945;8;Liddes;6033;VS;2579038.672;1094821.827;fr;01.07.2008
Vichères (Liddes);1945;9;Liddes;6033;VS;2578796.726;1094388.684;fr;01.07.2008
Palasuit (Liddes);1945;10;Liddes;6033;VS;2580591.65;1091181.4;fr;01.07.2008
Chez Petit (Liddes);1945;11;Liddes;6033;VS;2577852.855;1088431.99;fr;01.07.2008
Petit Vichères (Liddes);1945;12;Liddes;6033;VS;2578128.392;1093062.664;fr;01.07.2008
Bourg-St-Pierre;1946;0;Liddes;6033;VS;2581524.204;1090312.429;fr;01.07.2008
Orsières;1937;0;Orsières;6034;VS;2578897.686;1097514.995;fr;01.07.2008
Champex-Lac;1938;0;Orsières;6034;VS;2573596.14;1097750.494;fr;01.07.2008
Praz-de-Fort;1943;0;Orsières;6034;VS;2572500.071;1092152.974;fr;01.07.2008
La Fouly VS;1944;0;Orsières;6034;VS;2573305.723;1086000.444;fr;01.07.2008
Sembrancher;1933;0;Sembrancher;6035;VS;2579345.587;1102106.931;fr;01.07.2008
Chamoille (Sembrancher);1933;3;Sembrancher;6035;VS;2578175.442;1101124.556;fr;01.07.2008
La Garde (Sembrancher);1933;4;Sembrancher;6035;VS;2577180.415;1101590.614;fr;01.07.2008
Chemin;1927;0;Val de Bagnes;6037;VS;2573289.66;1104223.226;fr;01.07.2008
Vens (Sembrancher);1933;2;Val de Bagnes;6037;VS;2576249.581;1103845.136;fr;01.07.2008
Le Châble VS;1934;0;Val de Bagnes;6037;VS;2582246.08;1103462.611;fr;01.07.2008
Bruson;1934;1;Val de Bagnes;6037;VS;2582027.927;1099337.349;fr;01.07.2008
Verbier;1936;0;Val de Bagnes;6037;VS;2583376.913;1105494.728;fr;01.07.2008
Vollèges;1941;0;Val de Bagnes;6037;VS;2578524.777;1103854.376;fr;01.07.2008
Cries (Vollèges);1941;2;Val de Bagnes;6037;VS;2579410.857;1104727.936;fr;01.07.2008
Levron;1942;0;Val de Bagnes;6037;VS;2578335.417;1105557.691;fr;01.07.2008
Versegères;1947;0;Val de Bagnes;6037;VS;2584064.514;1101584.018;fr;01.07.2008
Champsec;1947;5;Val de Bagnes;6037;VS;2583835.833;1097958.407;fr;01.07.2008
Lourtier;1948;0;Val de Bagnes;6037;VS;2587113.154;1097267.65;fr;01.07.2008
Fionnay;1948;1;Val de Bagnes;6037;VS;2595084.176;1089457.081;fr;01.07.2008
Sarreyer;1948;2;Val de Bagnes;6037;VS;2587698.834;1102886.22;fr;01.07.2008
Bellwald;3997;0;Bellwald;6052;VS;2655186.39;1143800.304;de;01.07.2008
Binn;3996;0;Binn;6054;VS;2660078.268;1134438.452;de;01.07.2008
Ernen;3995;0;Ernen;6056;VS;2659907.027;1139021.131;de;01.07.2008
Ausserbinn;3995;2;Ernen;6056;VS;2655767.036;1136714.517;de;01.07.2008
Mühlebach (Goms);3995;3;Ernen;6056;VS;2656775.136;1139911.121;de;01.07.2008
Steinhaus;3995;4;Ernen;6056;VS;2657268.575;1141472.305;de;01.07.2008
Fiesch;3984;0;Fiesch;6057;VS;2651899.48;1141166.039;de;01.07.2008
Jungfraujoch;3801;33;Fieschertal;6058;VS;2641705.368;1155193.082;de;01.07.2008
Fiesch;3984;0;Fieschertal;6058;VS;2650955.524;1142271.054;de;01.07.2008
Fieschertal;3984;2;Fieschertal;6058;VS;2646942.547;1148769.84;de;01.07.2008
Bellwald;3997;0;Fieschertal;6058;VS;2654267.886;1142607.187;de;01.07.2008
Fiesch;3984;0;Lax;6061;VS;2650169.898;1140114.309;de;01.07.2008
Grengiols;3993;0;Lax;6061;VS;2651311.807;1136807.862;de;01.07.2008
Lax;3994;0;Lax;6061;VS;2651685.657;1138037.589;de;01.07.2008
Ulrichen;3988;0;Obergoms;6076;VS;2668140.353;1144598.661;de;01.07.2008
Obergesteln;3988;2;Obergoms;6076;VS;2667558.62;1153257.921;de;01.07.2008
Oberwald;3999;0;Obergoms;6076;VS;2673402.431;1158385.791;de;01.07.2008
Münster VS;3985;0;Goms;6077;VS;2663929.993;1148334.998;de;01.07.2008
Geschinen;3985;2;Goms;6077;VS;2665847.672;1149202.426;de;01.07.2008
Biel VS;3989;0;Goms;6077;VS;2659194.946;1146285.2;de;01.07.2008
Ritzingen;3989;2;Goms;6077;VS;2661178.9;1144752.825;de;01.07.2008
Selkingen;3989;3;Goms;6077;VS;2657154.02;1146736.177;de;01.07.2008
Niederwald;3989;4;Goms;6077;VS;2658317.445;1142509.324;de;01.07.2008
Blitzingen;3989;5;Goms;6077;VS;2658348.019;1143774.629;de;01.07.2008
Reckingen VS;3998;0;Goms;6077;VS;2663475.419;1145825.15;de;01.07.2008
Gluringen;3998;1;Goms;6077;VS;2659813.744;1147405.614;de;01.07.2008
St-Léonard;1958;0;Ayent;6082;VS;2598179.092;1123463.491;fr;01.07.2008
Uvrier;1958;2;Ayent;6082;VS;2598216.64;1122605.974;fr;01.07.2008
Fortunau (Ayent);1966;2;Ayent;6082;VS;2598892.45;1128219.448;fr;01.07.2008
Luc (Ayent);1966;3;Ayent;6082;VS;2598764.259;1125689.175;fr;01.07.2008
St-Romain (Ayent);1966;4;Ayent;6082;VS;2597895.763;1125691.836;fr;01.07.2008
Saxonne (Ayent);1966;5;Ayent;6082;VS;2597229.066;1125725.028;fr;01.07.2008
Villa (Ayent);1966;6;Ayent;6082;VS;2598277.373;1125015.483;fr;01.07.2008
La Place (Ayent);1966;7;Ayent;6082;VS;2597833.628;1124781.003;fr;01.07.2008
Botyre (Ayent);1966;8;Ayent;6082;VS;2597463.351;1125021.529;fr;01.07.2008
Blignou (Ayent);1966;9;Ayent;6082;VS;2596803.119;1124379.95;fr;01.07.2008
Argnou (Ayent);1966;10;Ayent;6082;VS;2597065.264;1123569.967;fr;01.07.2008
Signèse (Ayent);1966;11;Ayent;6082;VS;2597740.321;1123552.842;fr;01.07.2008
Anzère;1972;0;Ayent;6082;VS;2597789.102;1131530.086;fr;01.07.2008
Arbaz;1974;0;Ayent;6082;VS;2596684.329;1126233.611;fr;01.07.2008
Evolène;1983;0;Evolène;6083;VS;2603820.842;1108060.561;fr;01.07.2008
Lanna;1983;2;Evolène;6083;VS;2601518.952;1106913.691;fr;01.08.2013
Les Haudères;1984;0;Evolène;6083;VS;2602969.989;1103037.261;fr;01.07.2008
La Tour VS;1984;1;Evolène;6083;VS;2605019.188;1105221.882;fr;01.07.2008
La Sage;1985;0;Evolène;6083;VS;2606072.831;1105142.157;fr;01.07.2008
La Forclaz VS;1985;1;Evolène;6083;VS;2609546.361;1098899.514;fr;01.07.2008
Villa (Evolène);1985;2;Evolène;6083;VS;2606613.741;1107617.913;fr;01.08.2013
Arolla;1986;0;Evolène;6083;VS;2603675.96;1095052.005;fr;01.07.2008
Euseigne;1982;0;Hérémence;6084;VS;2598159.632;1113324.768;fr;01.07.2008
Hérémence;1987;0;Hérémence;6084;VS;2596510.782;1108654.451;fr;01.07.2008
St-Martin VS;1969;0;Saint-Martin (VS);6087;VS;2600384.161;1113210.889;fr;01.07.2008
Liez (St-Martin);1969;2;Saint-Martin (VS);6087;VS;2600944.677;1112241.237;fr;01.07.2008
Trogne (St-Martin);1969;3;Saint-Martin (VS);6087;VS;2602637.671;1113902.424;fr;01.07.2008
Suen (St-Martin);1969;4;Saint-Martin (VS);6087;VS;2599837.435;1114353.717;fr;01.07.2008
Eison (St-Martin);1969;5;Saint-Martin (VS);6087;VS;2603838.698;1111135.362;fr;01.07.2008
Euseigne;1982;0;Saint-Martin (VS);6087;VS;2599406.403;1110197.515;fr;01.07.2008
Bramois;1967;0;Vex;6089;VS;2597469.737;1119372.978;fr;01.07.2008
Vex;1981;0;Vex;6089;VS;2596791.77;1117234.863;fr;01.07.2008
Thyon;1988;1;Vex;6089;VS;2594908.708;1113509.238;fr;01.07.2008
Les Collons;1988;2;Vex;6089;VS;2595860.96;1114631.728;fr;01.07.2008
Les Agettes;1992;0;Vex;6089;VS;2595542.164;1117572.061;fr;01.07.2008
Les Mayens-de-Sion;1992;1;Vex;6089;VS;2596178.292;1116499.91;fr;01.07.2008
Vernamiège;1961;0;Mont-Noble;6090;VS;2599985.562;1117723.818;fr;01.07.2008
Mase;1968;0;Mont-Noble;6090;VS;2604453.848;1114870.148;fr;01.07.2008
Nax;1973;0;Mont-Noble;6090;VS;2600775.333;1119176.421;fr;01.07.2008
Vercorin;3967;0;Mont-Noble;6090;VS;2606430.557;1116320.88;fr;01.07.2008
Unterems;3948;0;Agarn;6101;VS;2618160.079;1126305.573;de;01.07.2008
Agarn;3951;0;Agarn;6101;VS;2617895.238;1126867.412;de;01.07.2008
Albinen;3955;0;Albinen;6102;VS;2615733.579;1133531.281;de;01.07.2008
Gruben;3946;2;Ergisch;6104;VS;2622808.532;1119299.991;de;01.07.2008
Ergisch;3947;0;Ergisch;6104;VS;2622095.395;1124741.376;de;01.07.2008
Oberems;3948;1;Ergisch;6104;VS;2621355.085;1122799.685;de;01.07.2008
Inden;3953;1;Inden;6109;VS;2612323.569;1133581.54;de;01.07.2008
Niedergampel;3945;1;Leuk;6110;VS;2619944.163;1129044.792;de;01.07.2008
Agarn;3951;0;Leuk;6110;VS;2617855.939;1127537.387;de;01.07.2008
Susten;3952;0;Leuk;6110;VS;2614999.729;1126064.473;de;01.07.2008
Leuk Stadt;3953;0;Leuk;6110;VS;2615594.541;1129804.036;de;01.07.2008
Inden;3953;1;Leuk;6110;VS;2614186.283;1130904.661;de;01.07.2008
Guttet-Feschel;3956;0;Leuk;6110;VS;2617100.873;1129756.59;de;01.07.2008
Erschmatt;3957;0;Leuk;6110;VS;2619941.739;1132570.335;de;01.07.2008
Salgesch;3970;0;Leuk;6110;VS;2611366.289;1128290.608;de;01.07.2008
Inden;3953;1;Leukerbad;6111;VS;2613220.198;1133698.397;de;01.07.2008
Leukerbad;3954;0;Leukerbad;6111;VS;2615707.139;1138752.409;de;01.07.2008
Gruben;3946;2;Oberems;6112;VS;2619017.71;1114456.644;de;01.07.2008
Oberems;3948;1;Oberems;6112;VS;2619198.038;1123582.931;de;01.07.2008
Salgesch;3970;0;Salgesch;6113;VS;2610697.113;1128531.938;de;01.07.2008
Miège;3972;0;Salgesch;6113;VS;2610615.82;1131688.962;fr;01.07.2008
Leuk Stadt;3953;0;Varen;6116;VS;2614081.922;1129562.105;de;01.07.2008
Varen;3953;2;Varen;6116;VS;2611875.915;1130004.836;de;01.07.2008
Salgesch;3970;0;Varen;6116;VS;2611786.975;1128933.932;de;01.07.2008
Guttet-Feschel;3956;0;Guttet-Feschel;6117;VS;2618702.985;1134408.561;de;01.07.2008
Steg VS;3940;0;Gampel-Bratsch;6118;VS;2624134.099;1132142.124;de;01.07.2008
Gampel;3945;0;Gampel-Bratsch;6118;VS;2622678.104;1131657.903;de;01.07.2008
Niedergampel;3945;1;Gampel-Bratsch;6118;VS;2620810.041;1129266.288;de;01.07.2008
Bratsch;3957;2;Gampel-Bratsch;6118;VS;2621033.375;1130565.368;de;01.07.2008
Steg VS;3940;0;Turtmann-Unterems;6119;VS;2623430.202;1128279.504;de;01.07.2008
Eischoll;3943;0;Turtmann-Unterems;6119;VS;2623211.824;1127220.84;de;01.07.2008
Turtmann;3946;0;Turtmann-Unterems;6119;VS;2621241.386;1127920.462;de;01.07.2008
Gruben;3946;2;Turtmann-Unterems;6119;VS;2620909.415;1114088.4;de;01.07.2008
Unterems;3948;0;Turtmann-Unterems;6119;VS;2619157.75;1126604.838;de;01.07.2008
